PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL-1 (degree_Celsius),ATMS LEVEL-1 (hectopascal),DEPH LEVEL-1 (meter),WDIR LEVEL-1 (degree),WSPD LEVEL-1 (meter/second),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),DEPH LEVEL1 (meter),DOX1 LEVEL1 (ml/l),FLUO LEVEL1 (relative unit),TUR4 LEVEL1 (ntu),QC
EXIN0006,2025-02-09T07:00:00Z,42.4833,3.1333,4.3,-99999,-2,242.9,6.276,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T07:10:00Z,42.4833,3.1333,4.3,-99999,-2,229,7.254,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T07:20:00Z,42.4833,3.1333,4.9,-99999,-2,231.8,5.607,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T07:30:00Z,42.4833,3.1333,5.1,-99999,-2,234.2,5.762,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T07:40:00Z,42.4833,3.1333,5.2,-99999,-2,231.2,5.865,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T07:50:00Z,42.4833,3.1333,5.6,-99999,-2,239,6.173,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T08:00:00Z,42.4833,3.1333,5.9,-99999,-2,230.6,6.07,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T08:10:00Z,42.4833,3.1333,6.3,-99999,-2,230,6.173,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T08:20:00Z,42.4833,3.1333,7,-99999,-2,233.4,5.762,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T08:30:00Z,42.4833,3.1333,7.5,-99999,-2,233.1,5.093,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T08:40:00Z,42.4833,3.1333,7.6,-99999,-2,230.8,4.939,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T08:50:00Z,42.4833,3.1333,8.2,-99999,-2,233.7,4.733,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T09:00:00Z,42.4833,3.1333,8.8,-99999,-2,235.9,2.932,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T09:10:00Z,42.4833,3.1333,9,-99999,-2,119.6,0.36,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T09:20:00Z,42.4833,3.1333,8.9,-99999,-2,37.3,1.903,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T09:30:00Z,42.4833,3.1333,8,-99999,-2,38.6,3.498,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T09:40:00Z,42.4833,3.1333,7.9,-99999,-2,43.8,3.241,12,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T09:50:00Z,42.4833,3.1333,7.8,-99999,-2,47.3,3.241,12.1,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T10:00:00Z,42.4833,3.1333,8,-99999,-2,51.6,2.829,12.1,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T10:10:00Z,42.4833,3.1333,8.3,-99999,-2,69.5,2.778,12.1,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T10:20:00Z,42.4833,3.1333,8.7,-99999,-2,86.4,3.19,12.1,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T10:30:00Z,42.4833,3.1333,8.5,-99999,-2,101.4,3.653,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T10:40:00Z,42.4833,3.1333,8.4,-99999,-2,110.4,5.042,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T10:50:00Z,42.4833,3.1333,8.5,-99999,-2,120.6,5.299,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T11:00:00Z,42.4833,3.1333,8.7,-99999,-2,122.9,6.791,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T11:10:00Z,42.4833,3.1333,8.9,-99999,-2,119.1,6.945,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T11:20:00Z,42.4833,3.1333,8.9,-99999,-2,122.2,7.511,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T11:30:00Z,42.4833,3.1333,8.9,-99999,-2,124.3,7.511,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T11:40:00Z,42.4833,3.1333,9,-99999,-2,127.9,7.305,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T11:50:00Z,42.4833,3.1333,9,-99999,-2,130.5,7.305,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T12:00:00Z,42.4833,3.1333,9,-99999,-2,127.6,7.562,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T12:10:00Z,42.4833,3.1333,9.1,-99999,-2,129,8.643,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T12:20:00Z,42.4833,3.1333,9.1,-99999,-2,131.1,8.488,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T12:30:00Z,42.4833,3.1333,9,-99999,-2,131.8,8.283,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T12:40:00Z,42.4833,3.1333,9.1,-99999,-2,127.8,8.077,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T12:50:00Z,42.4833,3.1333,9.1,-99999,-2,128.4,8.488,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T13:00:00Z,42.4833,3.1333,9.3,-99999,-2,128.3,8.385,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T13:10:00Z,42.4833,3.1333,9.3,-99999,-2,124.8,9.054,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T13:20:00Z,42.4833,3.1333,9.4,-99999,-2,127.2,8.231,12.2,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T13:30:00Z,42.4833,3.1333,9.5,-99999,-2,122.2,8.797,12.2,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T13:40:00Z,42.4833,3.1333,9.6,-99999,-2,121.8,7.82,12.2,37.6,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T13:50:00Z,42.4833,3.1333,9.6,-99999,-2,120.1,8.591,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T14:00:00Z,42.4833,3.1333,9.7,-99999,-2,123.4,7.974,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T14:10:00Z,42.4833,3.1333,9.6,-99999,-2,120.8,8.488,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T14:20:00Z,42.4833,3.1333,9.8,-99999,-2,122.2,9.62,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T14:30:00Z,42.4833,3.1333,9.8,-99999,-2,130.6,8.385,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T14:40:00Z,42.4833,3.1333,9.8,-99999,-2,128.1,8.797,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T14:50:00Z,42.4833,3.1333,9.8,-99999,-2,132.7,9.106,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T15:00:00Z,42.4833,3.1333,9.8,-99999,-2,134.6,8.797,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T15:10:00Z,42.4833,3.1333,9.9,-99999,-2,138.1,8.591,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T15:20:00Z,42.4833,3.1333,10,-99999,-2,133.5,8.54,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T15:30:00Z,42.4833,3.1333,10,-99999,-2,137.8,9.106,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T15:40:00Z,42.4833,3.1333,10,-99999,-2,139.8,9.517,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T15:50:00Z,42.4833,3.1333,10.1,-99999,-2,137.1,9.054,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T16:00:00Z,42.4833,3.1333,10.2,-99999,-2,139.1,8.746,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T16:10:00Z,42.4833,3.1333,10.1,-99999,-2,141.5,8.231,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T16:20:00Z,42.4833,3.1333,10.1,-99999,-2,140.2,8.128,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T16:30:00Z,42.4833,3.1333,10.2,-99999,-2,142.1,7.099,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T16:40:00Z,42.4833,3.1333,10.3,-99999,-2,146.4,7.048,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T16:50:00Z,42.4833,3.1333,10.4,-99999,-2,143.5,6.173,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T17:00:00Z,42.4833,3.1333,10.5,-99999,-2,147.8,5.71,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T17:10:00Z,42.4833,3.1333,10.5,-99999,-2,157.7,3.807,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T17:20:00Z,42.4833,3.1333,10.5,-99999,-2,178.6,1.955,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T17:30:00Z,42.4833,3.1333,10.4,-99999,-2,327,1.749,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T17:40:00Z,42.4833,3.1333,10,-99999,-2,329.8,2.521,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T17:50:00Z,42.4833,3.1333,9.8,-99999,-2,334.4,3.653,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T18:00:00Z,42.4833,3.1333,9.7,-99999,-2,313.2,2.829,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T18:10:00Z,42.4833,3.1333,9.6,-99999,-2,258,1.955,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T18:20:00Z,42.4833,3.1333,9.4,-99999,-2,224,1.646,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T18:30:00Z,42.4833,3.1333,9.3,-99999,-2,238.8,1.955,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T18:40:00Z,42.4833,3.1333,9,-99999,-2,267.3,2.469,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T18:50:00Z,42.4833,3.1333,8.9,-99999,-2,229.1,2.418,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T19:00:00Z,42.4833,3.1333,8.8,-99999,-2,246.6,2.675,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T19:10:00Z,42.4833,3.1333,8.7,-99999,-2,265,3.241,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T19:20:00Z,42.4833,3.1333,8.6,-99999,-2,246.4,2.572,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T19:30:00Z,42.4833,3.1333,9,-99999,-2,294.6,1.646,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T19:40:00Z,42.4833,3.1333,9.2,-99999,-2,296.5,2.829,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T19:50:00Z,42.4833,3.1333,9.4,-99999,-2,306.6,6.276,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T20:00:00Z,42.4833,3.1333,9.5,-99999,-2,310.1,4.939,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T20:10:00Z,42.4833,3.1333,9.3,-99999,-2,283.4,1.646,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T20:20:00Z,42.4833,3.1333,9,-99999,-2,245.6,2.315,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T20:30:00Z,42.4833,3.1333,8.9,-99999,-2,229.6,2.932,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T20:40:00Z,42.4833,3.1333,8.8,-99999,-2,250.4,3.395,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T20:50:00Z,42.4833,3.1333,8.5,-99999,-2,265.1,3.447,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T21:00:00Z,42.4833,3.1333,8.6,-99999,-2,242.9,3.498,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T21:10:00Z,42.4833,3.1333,8.8,-99999,-2,268.3,3.601,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T21:20:00Z,42.4833,3.1333,9,-99999,-2,277.6,3.344,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T21:30:00Z,42.4833,3.1333,9,-99999,-2,261.2,2.727,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T21:40:00Z,42.4833,3.1333,9,-99999,-2,298.3,1.235,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T21:50:00Z,42.4833,3.1333,9.4,-99999,-2,235.2,0.257,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T22:00:00Z,42.4833,3.1333,9.6,-99999,-2,33,0.412,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T22:10:00Z,42.4833,3.1333,9.5,-99999,-2,349,2.366,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T22:20:00Z,42.4833,3.1333,9.4,-99999,-2,326.2,4.373,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T22:30:00Z,42.4833,3.1333,9.3,-99999,-2,312,4.733,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T22:40:00Z,42.4833,3.1333,9.3,-99999,-2,307.1,3.344,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T22:50:00Z,42.4833,3.1333,9.3,-99999,-2,275.3,1.749,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T23:00:00Z,42.4833,3.1333,9.2,-99999,-2,295.7,3.138,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T23:10:00Z,42.4833,3.1333,9.2,-99999,-2,265.5,1.44,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T23:20:00Z,42.4833,3.1333,9.1,-99999,-2,281.1,1.749,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T23:30:00Z,42.4833,3.1333,9,-99999,-2,267.9,2.624,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T23:40:00Z,42.4833,3.1333,8.6,-99999,-2,265.1,2.778,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-09T23:50:00Z,42.4833,3.1333,8.5,-99999,-2,268.5,2.418,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T00:00:00Z,42.4833,3.1333,8.6,-99999,-2,250.1,1.903,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T00:10:00Z,42.4833,3.1333,8.3,-99999,-2,251.8,2.881,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T00:20:00Z,42.4833,3.1333,8.6,-99999,-2,297.2,2.058,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T00:30:00Z,42.4833,3.1333,8.8,-99999,-2,266.4,1.44,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T00:40:00Z,42.4833,3.1333,8.8,-99999,-2,275.6,1.08,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T00:50:00Z,42.4833,3.1333,8.7,-99999,-2,290.8,2.264,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T01:00:00Z,42.4833,3.1333,8.7,-99999,-2,279,2.006,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T01:10:00Z,42.4833,3.1333,8.5,-99999,-2,255.6,2.675,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T01:20:00Z,42.4833,3.1333,8.3,-99999,-2,255,1.801,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T01:30:00Z,42.4833,3.1333,8.2,-99999,-2,258.2,2.366,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T01:40:00Z,42.4833,3.1333,8.1,-99999,-2,250.9,2.366,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T01:50:00Z,42.4833,3.1333,8.1,-99999,-2,243.1,1.646,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T02:00:00Z,42.4833,3.1333,8.3,-99999,-2,244.1,1.646,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T02:10:00Z,42.4833,3.1333,8.3,-99999,-2,280.3,1.286,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T02:20:00Z,42.4833,3.1333,8.3,-99999,-2,280.3,2.264,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T02:30:00Z,42.4833,3.1333,8.3,-99999,-2,271,2.366,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T02:40:00Z,42.4833,3.1333,8.3,-99999,-2,255.9,2.058,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T02:50:00Z,42.4833,3.1333,8.3,-99999,-2,245.9,1.183,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T03:00:00Z,42.4833,3.1333,8.4,-99999,-2,270.5,0.977,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T03:10:00Z,42.4833,3.1333,8.4,-99999,-2,251,1.955,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T03:20:00Z,42.4833,3.1333,8.2,-99999,-2,265.2,1.286,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T03:30:00Z,42.4833,3.1333,8.2,-99999,-2,270.5,1.08,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T03:40:00Z,42.4833,3.1333,8.1,-99999,-2,249.1,1.749,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T03:50:00Z,42.4833,3.1333,8,-99999,-2,274.8,2.212,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T04:00:00Z,42.4833,3.1333,8,-99999,-2,271.9,1.286,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T04:10:00Z,42.4833,3.1333,8,-99999,-2,283.8,1.286,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T04:20:00Z,42.4833,3.1333,8.1,-99999,-2,282.3,0.514,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T04:30:00Z,42.4833,3.1333,8.1,-99999,-2,259.9,2.006,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T04:40:00Z,42.4833,3.1333,8,-99999,-2,267.9,2.366,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T04:50:00Z,42.4833,3.1333,8,-99999,-2,255.4,2.829,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T05:00:00Z,42.4833,3.1333,8,-99999,-2,237.9,3.395,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T05:10:00Z,42.4833,3.1333,7.7,-99999,-2,248.3,3.395,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T05:20:00Z,42.4833,3.1333,7.8,-99999,-2,253,1.903,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T05:30:00Z,42.4833,3.1333,8.1,-99999,-2,244.3,1.132,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T05:40:00Z,42.4833,3.1333,8.4,-99999,-2,207.1,1.286,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T05:50:00Z,42.4833,3.1333,8.2,-99999,-2,225.8,1.646,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T06:00:00Z,42.4833,3.1333,8.2,-99999,-2,217.1,2.212,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T06:10:00Z,42.4833,3.1333,8,-99999,-2,225.8,1.955,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T06:20:00Z,42.4833,3.1333,8,-99999,-2,216.3,1.595,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T06:30:00Z,42.4833,3.1333,8,-99999,-2,230.2,2.006,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T06:40:00Z,42.4833,3.1333,7.9,-99999,-2,234.2,2.469,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T06:50:00Z,42.4833,3.1333,7.8,-99999,-2,232.3,2.624,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T07:00:00Z,42.4833,3.1333,7.7,-99999,-2,208.7,1.646,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T07:10:00Z,42.4833,3.1333,8,-99999,-2,220.8,1.286,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T07:20:00Z,42.4833,3.1333,8,-99999,-2,306.2,0.772,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T07:30:00Z,42.4833,3.1333,8.5,-99999,-2,80.9,0.669,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T07:40:00Z,42.4833,3.1333,9,-99999,-2,85.4,0.617,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T07:50:00Z,42.4833,3.1333,9.3,-99999,-2,134,2.058,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T08:00:00Z,42.4833,3.1333,9.5,-99999,-2,145.5,3.91,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T08:10:00Z,42.4833,3.1333,9.6,-99999,-2,143.2,3.858,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T08:20:00Z,42.4833,3.1333,9.8,-99999,-2,154.1,0.823,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T08:40:00Z,42.4833,3.1333,10,-99999,-2,112.3,2.006,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T08:50:00Z,42.4833,3.1333,10.6,-99999,-2,116.8,1.08,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T09:00:00Z,42.4833,3.1333,10.9,-99999,-2,211.3,0.514,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T09:10:00Z,42.4833,3.1333,11.4,-99999,-2,183.7,0.823,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T09:20:00Z,42.4833,3.1333,11.4,-99999,-2,189,3.292,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T09:30:00Z,42.4833,3.1333,11.5,-99999,-2,204.1,3.344,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T09:40:00Z,42.4833,3.1333,11.7,-99999,-2,194.4,2.624,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T09:50:00Z,42.4833,3.1333,11.7,-99999,-2,192.3,3.344,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T10:00:00Z,42.4833,3.1333,11.9,-99999,-2,169.2,6.225,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T10:10:00Z,42.4833,3.1333,12.1,-99999,-2,169.6,6.482,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T10:20:00Z,42.4833,3.1333,12.3,-99999,-2,170.9,6.482,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T10:30:00Z,42.4833,3.1333,12.3,-99999,-2,170.8,6.791,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T10:40:00Z,42.4833,3.1333,12.3,-99999,-2,162,8.385,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T10:50:00Z,42.4833,3.1333,12.3,-99999,-2,162.9,7.254,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T11:00:00Z,42.4833,3.1333,12.2,-99999,-2,161.5,7.768,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T11:10:00Z,42.4833,3.1333,12.3,-99999,-2,164.1,7.871,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T11:20:00Z,42.4833,3.1333,12.5,-99999,-2,161.6,7.665,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T11:30:00Z,42.4833,3.1333,12.5,-99999,-2,181.6,6.636,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T11:40:00Z,42.4833,3.1333,12.6,-99999,-2,174.1,7.099,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T11:50:00Z,42.4833,3.1333,12.6,-99999,-2,168.7,6.996,12,37.5,1.5,-99999,-99999,-99999,011111711117441
EXIN0006,2025-02-10T12:00:00Z,42.4833,3.1333,12.6,-99999,-2,169.9,9.209,12.1,37.5,1.5,-99999,-99999,-99999,011111711117441
